Dihedral,Distance
47.41593669556855,2.2127132665575986
72.41778188294752,2.8988601574353328
34.17046917660428,2.149534449891185
44.50017693796202,2.587024766775339
73.31327763689288,3.1142674993065382
65.1625683350827,2.922021461905096
43.558136700961896,2.6357643523215413
66.56737573529651,4.0097180367907415
60.04950647983294,3.480078209553918
62.250230717155056,3.612829702023748
71.09315602471712,3.949484898290028
61.74764752868065,3.4455936258363367
78.45705528186556,3.953070734779483
68.0937519365755,3.979708064874358
59.498055327049094,3.6075290485253197
72.74687509515228,3.78102039545491
59.27485331371688,3.448014517913316
57.05649135689058,3.556979335734325
66.30096334013794,2.759060800040841
39.251096319551195,2.3282800205003267
43.44111890251288,2.6483920273060026
60.14711892180325,3.312402262269032
77.09935701273389,3.700417696247952
79.16935867630302,3.7446380146355938
67.8571436582711,3.757010985630997
65.13865930142764,3.406945016649813
70.24631624589045,3.513526553684061
49.64670849109429,3.1481186742068674
83.345137791725,3.8402843125342954
77.79224890453216,3.78142669783324
69.35951501946931,3.408019599432492
75.19645536419027,3.287827118036622
52.245935691888285,3.416917803444795
54.79522105814843,3.692708294300811
69.02311330951066,3.619714694654401
62.13782538733042,3.4695284630512835
69.77534257982039,3.8414673017550194
56.7389749380732,3.644389658569046
67.90695817086,3.7188743476710795
71.48084462476126,3.624873144451955
80.99686563469908,3.5959892745454627
68.45992686725283,3.3134529262698154
60.31619755022164,3.2706244995353724
74.88454594956634,3.5768363625816035
62.19168507627194,3.813576691748312
66.41384845572763,4.097432609697198
41.48847368299753,4.399422211927607
44.50504032499846,3.2718401768069305
90.4073588156334,3.604576662784967
70.24373134408708,4.1187090556505686
71.03425971062954,3.6085443810184743
63.75414990697771,3.5991913960695388
57.37789202781842,3.9455977516890894
83.79106189411338,3.8527155513826874
55.72495890118235,3.849178780668157
57.13885596462567,3.6309594360358806
61.92382979027958,3.7608857602796175
46.40390162366228,3.173929328794357
56.65622259399046,3.589486816363726
66.2435099160848,3.8883326287653177
64.04195850253629,3.9782768563110347
60.42377470109133,4.082766898682558
52.503037486710895,3.745929748661739
73.6607201293417,3.6936016932758196
69.97659141843543,4.051803593440087
59.762210661001305,4.345978082912637
52.72515666380065,3.9269961809538336
61.010224925054764,3.6260545960927004
86.82990080827666,4.174611669019048
76.67120382846738,4.283568786054686
58.545229071550786,3.9250735432282022
70.63407006311974,4.2545945298005785
68.46273198382147,4.028024204918833
58.84918805926497,3.8405773001335364
61.08571167992488,4.209256723171562
57.098965595973766,3.956387756197439
79.17605214911515,3.6126858034930187
58.523300883244204,3.50521291809984
60.472338051734994,3.209734488453212
54.10728371555653,3.281185800940568
73.98793656318527,3.5256753978487585
66.72959786636274,3.472864815478713
53.715044751300404,3.6791187475568106
78.62405133786278,3.7469161024689366
62.24728498533087,3.4072144966051083
74.33729211056752,3.3396027276442637
57.902352212859526,2.7824404332975403
65.589002031051,2.7633930433374845
55.62653696810867,2.868360977636706
66.08554065902005,2.9158350807194164
72.54646147293599,3.0380997112928974
69.27758420783897,2.833461863738596
53.460746458594045,2.4499002554263307
72.65001645030894,3.410695524836539
38.4148623923905,2.555298463954651
58.16834905358213,2.6957489920587925
41.2308384354961,2.670969718178027
50.34527343774658,2.742090426045976
70.04568435140389,2.56819172665399
78.9881830977309,2.835792019390173
64.09375655724494,2.3796648245290766
62.90659505990277,2.6515397156672953
72.97559709503356,2.500723638049794
86.27097487978092,2.726338616493558
54.90306556982797,2.472801970452345
82.49092092381382,2.725519337482124
60.54217767473065,2.4032624231269453
74.45357406458729,2.90329653625168
69.70324414130603,2.7728707300631603
76.37715773635081,2.8102220151740696
77.57974561082588,3.454872343395918
59.07091975340782,2.5641614322230177
69.09986625924097,3.156889885008186
76.40251247695787,2.8722125695820298
59.70096514354127,2.469239518175789
86.33860147140305,2.5514958649766606
59.473181143632296,2.1914007772395254
60.26892710292107,2.4099546135854912
89.13747091059331,2.8452709014809106
71.28865883417392,3.469250032455574
66.77600255806826,3.0699877608168085
65.59942309944745,2.521943456592356
65.93014472201799,2.503134271371794
51.146270564013705,2.332251185152662
69.51372273778875,2.85230604164385
66.2791220664605,2.754771070669213
73.11080909687387,2.8345129191319614
56.05882979679939,2.9223977121545244
69.20264692020368,3.149336956234598
46.28222839991406,2.2366167402796124
58.92410302815627,3.2462581855300714
66.43603932340811,3.4762115487070115
71.67013452483654,3.656829818949878
67.31407560540457,3.234411437808894
79.97982806086155,4.158046691463672
66.09952313995495,3.949911159615871
56.74686358704444,3.480824166474801
69.539019069292,3.1650505269180154
60.67564128426347,3.560410523172012
55.4030811999841,3.271364754405874
51.901824153308624,4.034189796148911
82.59235033491305,4.215911695428522
63.529043922512656,3.9949851052463248
71.03199067376345,4.4175954195880145
64.88902693400132,4.023105465973641
78.27417201931567,4.099553084915722
77.46768343546925,4.466745500070718
56.92014423437553,4.231129654424336
78.91427855829714,4.00177848183792
71.57506849276898,4.199378043280933
61.16565183787029,3.964586643416562
72.4829023516927,4.247389912497673
48.58259088542016,3.8790026930730543
71.21313887768635,4.309364450546391
69.54958400720133,4.436332772954369
64.60296782235987,4.3451417363705165
56.906862383011614,4.282924549947968
74.73486307557103,3.903649062011852
64.82729024363849,3.709974717594987
68.66304195381502,4.2953973205818805
63.589149244367675,4.457639768928283
96.85735784837057,4.39182022015041
92.1582990273917,4.404974491862127
70.02173782109054,4.367380668816608
97.55682936373094,4.758388582348545
78.38564516273027,4.541946333126691
73.86177489017066,4.542226434845361
58.17450432666628,4.531111000316589
75.7150921181261,4.484768890237825
76.82396201116055,4.3710484202509114
77.32461258077711,4.256823770110057
53.71477174801445,3.5390489331999904
64.27473136618003,4.0525428436655675
79.16033649304546,4.3118681180106835
70.67122752261784,4.282949434022306
71.33979895898975,4.152132833440304
68.8457235376099,4.456325310274151
64.72369456081698,4.41622859988056
62.83840876151972,4.096082087949289
65.57073740143883,4.209351636775193
80.71486122737984,4.414551992198644
58.55541188703342,4.3533253971709955
75.1141836576683,4.208307677700145
79.55126485513125,4.1188706970306805
65.364204281737,4.502540702603587
57.18132792126139,3.885229422549073
76.24906030064433,4.4306137483884775
68.25701468423452,3.9741268201521947
80.12142024122517,3.980859876992659
66.64444331449455,4.241986893062025
40.370031365243015,3.763717966276697
59.92410782040897,4.106888067680198
71.66163102650242,4.617709401860083
52.26901898903545,4.445903235765034
66.08993867262907,4.141077266489361
63.01082403435154,4.05663802640487
70.07992834710822,4.217684656641485
52.60534573189007,4.487449922614178
59.83176441586489,4.106686923129154
66.19707254627632,4.133167270803107
71.42153251177407,4.107100839654779
56.44445499945021,4.169696340315684
66.46946271526733,3.7623794364952077
62.67683443558763,3.802205621219083
62.223452055071824,3.8430875848620722
73.44346353662051,4.204725625744919
49.69664939909056,4.180808339720442
59.31359562301798,4.173664181856274
53.000816671757356,4.060141835946374
76.23802110804877,4.4544786749752205
52.887182053570385,4.448320952923249
62.21956950024004,4.558499030360434
62.93546191581557,4.258449181439061
55.67221392017925,4.262426529395903
58.79532419834976,4.381613260587702
58.471436420384045,4.645236814495253
82.59734776587244,4.306793839899119
68.45329301169366,4.608288932225169
81.12509104865408,4.545100335745626
81.9044989046566,4.705955924177468
81.16034045987098,4.851172109313583
58.57538297308452,4.485322844908379
46.128147221485875,4.306735377490587
63.438450986545355,4.519271135542103
63.936972958755696,4.524534318913384
78.41097424447473,4.605813524816108
66.0846334507456,4.34241530979684
68.7077181473455,4.443908673739032
73.5583014192377,4.75218388473605
68.34128619083258,4.564785801952485
85.42471059495443,4.81474471146872
58.26909215473743,4.375139944433093
69.95573245998813,4.4945649692447445
70.07020271835114,4.371642129704924
74.81210436821972,4.7835791185707395
70.87471116883717,4.664471071677473
70.31764349803521,4.4701438429286595
67.93455522175414,4.519697022089976
67.80245965475643,4.5181495576806645
56.785407714046585,4.652988625423127
71.38113535961207,4.797244789633942
68.96935523000906,4.587304795457133
64.46873649590547,4.519162639785052
71.7231544051383,4.3085817594287334
74.25329030243921,4.307504909821925
60.18309237699412,4.394085891620576
69.8352026929675,4.317656278833461
61.36639112315987,4.3737171908758565
61.22165792575586,4.549085813559249
84.22365055241221,4.616020265599795
45.52670608354586,4.2299143260035414
75.9709219373765,4.2001031276544865
80.07354105395746,4.151943163072204
60.489415477912736,4.252948858240714
69.9543403402411,4.625274207026868
73.92410704695666,4.899398688413408
80.96702811840956,4.523763395960049
71.54573538571923,4.509215132126433
65.31250891436302,4.367310480033678
72.63905110496654,4.426797788658184
62.273480258780474,4.448935452818573
60.79762965151644,4.349895914856008
74.05786385563421,4.522694886762095
67.74847877636063,4.536003728924945
73.07043615044046,4.585662354062932
74.85933225180078,4.214233643055994
74.88406701469879,4.151007533426194
65.875385531871,4.335340654990909
52.96597798123382,4.351155530626433
79.703059454425,4.378616145689984
61.89947071270869,4.280347160667227
81.07987909245652,4.199581593238306
71.56899936985185,4.502392129134577
74.07449803963132,4.319584958525876
63.66091440425919,4.024092347894244
58.636705240593635,4.34824495146651
65.498159374503,4.6791901055424105
60.54987730031853,4.2209955332661755
89.46846352566374,4.877482541874037
67.69882457466655,4.369342396838911
63.04426600855323,3.978658847754729
66.31658014146264,4.447775961142266
61.62988356659402,4.269646173550801
65.51890390879132,4.3100762128115555
68.54776941785448,4.353111169654412
56.38973773508504,4.337812521194871
76.99461664079993,4.876311854129206
69.58468212805874,4.2434305006649975
69.80396545934482,4.25148381513196
69.26644868278287,4.050337502097695
61.79476984702165,3.9171588246739497
77.49538009194981,4.497970821022521
44.878775942827126,4.438074621776657
76.36602149033492,4.505420017843511
58.15465060897977,4.658925479782008
74.7099899153512,4.243809079546934
64.56951485947309,3.945501447174617
69.77457113305996,3.993051897369854
62.90703256609198,4.319335407956296
56.811919210835875,4.065412549077153
71.66847943096454,4.261581736234914
50.194527088847295,3.693976619894338
67.168897956163,4.374889474681389
57.54328502700739,3.9308165592469466
67.27851005685444,4.3111473942974845
63.19336883767407,4.215059062531985
72.06912363618979,4.4113611480750485
61.96584745584643,4.436200133491501
59.70868190690063,4.321251838659834
62.75159422588563,4.65692313451532
46.17401274173894,4.572747911402289
70.96040275516346,4.455801953628663
49.84680235447785,3.938655502632719
49.31194116234257,4.5120598563373475
73.85342475022702,4.484820005903136
45.374718809120154,4.03356791460625
70.85280881134287,4.156713918303857
67.86156207673602,4.263649931783213
